lidar_header_stamp,run_a_n,run_b_n,run_c_n,run_a_b_cloud_hash_equal,run_a_b_max_abs_initial_raw_final_pose_component_diff,run_a_b_fitness_abs_diff,run_a_b_iterations_equal,run_a_b_convergence_equal,run_a_b_exact_diagnostics,run_c_matches_a_diagnostics,captured_point_xyz_hash_a_b_c_equal,captured_point_count_a_b_c,captured_raw_message_hash_a_b_c_equal
1660857556.480986118,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.581845999,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.682706118,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.783565998,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.884426117,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857556.985285997,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.086088896,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.186949015,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.287808895,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.388669014,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.489528894,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.590389013,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.691248894,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.792109013,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.892968893,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857557.993829012,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.094633102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.195492983,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.296353102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.397212982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.498073101,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.598932981,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.699793100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.800652981,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857558.901513100,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.002325058,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.103183985,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.204044104,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.304903984,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.405764103,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.506623983,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.607484102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.708343983,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.809204102,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857559.910063982,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857560.010859966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857560.111720085,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
1660857560.212579966,1651,1651,1651,YES,0,0,YES,YES,YES,YES,YES,YES,YES
